val,hbins,data
2.0,0.0,0.01020408163265306
3.0,0.02040816326530612,0.01020408163265306
3.0,0.04081632653061224,0.030612244897959183
3.0,0.061224489795918366,0.030612244897959183
3.0,0.08163265306122448,0.030612244897959183
5.0,0.1020408163265306,0.05102040816326531
8.0,0.12244897959183673,0.05102040816326531
10.0,0.14285714285714285,0.05102040816326531
10.0,0.16326530612244897,0.07142857142857142
12.0,0.18367346938775508,0.07142857142857142
13.0,0.2040816326530612,0.07142857142857142
13.0,0.22448979591836732,0.09183673469387754
15.0,0.24489795918367346,0.09183673469387754
16.0,0.26530612244897955,0.09183673469387754
16.0,0.2857142857142857,0.11224489795918366
16.0,0.3061224489795918,0.11224489795918366
16.0,0.32653061224489793,0.11224489795918366
17.0,0.3469387755102041,0.11224489795918366
17.0,0.36734693877551017,0.11224489795918366
17.0,0.3877551020408163,0.13265306122448978
17.0,0.4081632653061224,0.13265306122448978
17.0,0.42857142857142855,0.13265306122448978
18.0,0.44897959183673464,0.13265306122448978
18.0,0.4693877551020408,0.13265306122448978
19.0,0.4897959183673469,0.13265306122448978
19.0,0.5102040816326531,0.13265306122448978
19.0,0.5306122448979591,0.13265306122448978
19.0,0.5510204081632653,0.15306122448979592
19.0,0.5714285714285714,0.15306122448979592
19.0,0.5918367346938775,0.15306122448979592
20.0,0.6122448979591836,0.15306122448979592
22.0,0.6326530612244897,0.15306122448979592
24.0,0.6530612244897959,0.15306122448979592
25.0,0.673469387755102,0.15306122448979592
27.0,0.6938775510204082,0.15306122448979592
28.0,0.7142857142857142,0.15306122448979592
28.0,0.7346938775510203,0.15306122448979592
29.0,0.7551020408163265,0.173469387755102
30.0,0.7755102040816326,0.173469387755102
32.0,0.7959183673469387,0.173469387755102
34.0,0.8163265306122448,0.173469387755102
35.0,0.836734693877551,0.173469387755102
37.0,0.8571428571428571,0.173469387755102
37.0,0.8775510204081632,0.173469387755102
37.0,0.8979591836734693,0.173469387755102
40.0,0.9183673469387754,0.173469387755102
41.0,0.9387755102040816,0.173469387755102
41.0,0.9591836734693877,0.19387755102040816
41.0,0.9795918367346939,0.19387755102040816
,1.0,0.19387755102040816
,,0.19387755102040816
,,0.19387755102040816
